Date,modelled_flow
04/12/1904, 78.1200899294153
05/12/1904, 77.5775259280337
06/12/1904, 77.0489452034042
07/12/1904, 76.5095560909062
08/12/1904, 75.9598703552638
09/12/1904, 75.4244715334901
10/12/1904, 74.9000692682665
11/12/1904, 74.3805604494136
12/12/1904, 73.8754534586886
13/12/1904, 73.3738826728745
14/12/1904, 72.8824821242431
15/12/1904, 72.4723330710915
16/12/1904, 72.0247471172684
17/12/1904, 71.5957710871797
18/12/1904, 71.7263378390064
19/12/1904, 71.9336573669407
20/12/1904, 70.9699836608547
21/12/1904, 70.1542289285718
22/12/1904, 69.2417751907046
23/12/1904, 68.4987504302542
24/12/1904, 68.1043957636419
25/12/1904, 67.8293747630877
26/12/1904, 67.501465858648
27/12/1904, 66.946566577019
28/12/1904, 66.2330189435326
29/12/1904, 66.0757200087602
30/12/1904, 66.0446796376182
31/12/1904, 65.247822333418
01/01/1905, 64.4716493033139
02/01/1905, 64.0429509358954
03/01/1905, 63.6175676851246
04/01/1905, 63.2187432614455
05/01/1905, 63.1175798621855
06/01/1905, 63.397780515764
07/01/1905, 62.892988456303
08/01/1905, 67.779517203675
09/01/1905, 110.585528922688
10/01/1905, 293.771986278469
11/01/1905, 567.376958643074
12/01/1905, 772.504008563895
13/01/1905, 893.083316455744
14/01/1905, 605.300784910901
15/01/1905, 405.065206698632
16/01/1905, 369.148521209992
17/01/1905, 286.838761880877
18/01/1905, 279.33571580734
19/01/1905, 387.852222420734
20/01/1905, 508.967785139422
21/01/1905, 401.780699727421
22/01/1905, 277.286147313493
23/01/1905, 272.843905267674
24/01/1905, 268.620706732813
25/01/1905, 264.543281675125
26/01/1905, 260.730457566992
27/01/1905, 256.770039165246
28/01/1905, 255.092928232112
29/01/1905, 250.709876864945
30/01/1905, 246.864896343554
31/01/1905, 242.987238299256
01/02/1905, 252.882224648577
02/02/1905, 567.600277032161
03/02/1905, 951.970827977603
04/02/1905, 597.321643537253
05/02/1905, 329.257477040837
06/02/1905, 323.346590496406
07/02/1905, 318.114998227495
08/02/1905, 312.983742348501
09/02/1905, 307.940134369361
10/02/1905, 303.269307054188
11/02/1905, 298.826056658941
12/02/1905, 293.914459545123
13/02/1905, 288.899049475315
14/02/1905, 284.18878980085
15/02/1905, 279.621249272098
16/02/1905, 275.49421912741
17/02/1905, 271.418934555573
18/02/1905, 266.66973965323
19/02/1905, 262.569459617508
20/02/1905, 259.465758702282
21/02/1905, 264.445584554302
22/02/1905, 258.65823339134
23/02/1905, 254.613493064772
24/02/1905, 250.694213276086
25/02/1905, 246.849161070839
26/02/1905, 243.090551532584
27/02/1905, 239.421885459768
28/02/1905, 235.836863236124
01/03/1905, 232.346998318664
02/03/1905, 228.809651307372
03/03/1905, 225.281495115268
04/03/1905, 221.997879227734
05/03/1905, 218.73097827188
