Date,picnic_sacr_fors_dsflow
24/10/1988, 57.9082468025672
25/10/1988, 57.2148843231653
26/10/1988, 56.5298702831425
27/10/1988, 55.8526424268237
28/10/1988, 55.1835997519957
29/10/1988, 54.5237052695563
30/10/1988, 53.8768218271401
31/10/1988, 53.3061909499167
01/11/1988, 72.3793970866435
02/11/1988, 68.8239907196504
03/11/1988, 65.7879290261986
04/11/1988, 63.1928275773258
05/11/1988, 60.9655275330151
06/11/1988, 59.0205624920031
07/11/1988, 57.3298864506186
08/11/1988, 55.8469454167584
09/11/1988, 54.5224438588349
10/11/1988, 53.3227181030128
11/11/1988, 52.2453119940701
12/11/1988, 51.254634348332
13/11/1988, 50.3487367578927
14/11/1988, 49.5053066161615
15/11/1988, 115.295152603613
16/11/1988, 157.466459344501
17/11/1988, 140.632901543488
18/11/1988, 126.949166150184
19/11/1988, 115.625177975525
20/11/1988, 106.229998191794
21/11/1988, 144.707452229334
22/11/1988, 174.860124948338
23/11/1988, 159.78822548984
24/11/1988, 180.053956394814
25/11/1988, 231.257058853998
26/11/1988, 239.765628347253
27/11/1988, 213.560790493177
28/11/1988, 192.487746397882
29/11/1988, 175.055180579749
30/11/1988, 160.599113256767
01/12/1988, 148.578995242801
02/12/1988, 138.550950897527
03/12/1988, 130.152224495238
04/12/1988, 123.087765736093
05/12/1988, 117.115588434721
06/12/1988, 112.039072541012
07/12/1988, 107.696459180248
08/12/1988, 103.955231790613
09/12/1988, 100.741962257756
10/12/1988, 159.608137750323
11/12/1988, 380.524599080513
12/12/1988, 581.775221218604
13/12/1988, 613.644693779009
14/12/1988, 813.98665383597
15/12/1988, 873.542906580233
16/12/1988, 758.635110997134
17/12/1988, 733.018132405098
18/12/1988, 646.142911288986
19/12/1988, 574.597392149521
20/12/1988, 515.584676835991
21/12/1988, 466.842030465262
22/12/1988, 426.470693632776
23/12/1988, 392.927465191246
24/12/1988, 365.456100166896
25/12/1988, 342.028707976064
26/12/1988, 322.369097963679
27/12/1988, 305.793872875273
28/12/1988, 661.385085276062
29/12/1988, 1095.24303135413
30/12/1988, 1460.48001444346
31/12/1988, 1856.7699108491
01/01/1989, 1743.92751255989
02/01/1989, 1509.24208128255
03/01/1989, 1407.33221162321
04/01/1989, 1330.96403112549
05/01/1989, 1502.16799748542
06/01/1989, 1627.73401370147
07/01/1989, 1419.5436055649
08/01/1989, 1250.88072897832
09/01/1989, 1111.98928488415
10/01/1989, 997.433351363436
11/01/1989, 902.776301147074
12/01/1989, 824.387342916734
13/01/1989, 759.304618328793
14/01/1989, 705.105864090307
15/01/1989, 659.811293870358
16/01/1989, 734.668101123401
17/01/1989, 772.48450739723
18/01/1989, 713.212750144148
19/01/1989, 664.55939030105
20/01/1989, 623.83023539151
21/01/1989, 589.586303462772
22/01/1989, 560.652712782878
23/01/1989, 536.072142277463
24/01/1989, 515.098713550222
25/01/1989, 496.963268930893
26/01/1989, 481.283128034631
27/01/1989, 467.555773622679
28/01/1989, 455.45887929816
29/01/1989, 444.698260216885
30/01/1989, 462.292943633414
31/01/1989, 574.920645279715
01/02/1989, 689.933996232366
02/02/1989, 759.947300321244
03/02/1989, 751.451849797987
04/02/1989, 686.902597323151
05/02/1989, 656.34959041966
06/02/1989, 645.747730768481
07/02/1989, 598.967393423849
08/02/1989, 581.78733804604
09/02/1989, 581.0801645453
10/02/1989, 544.342676648752
11/02/1989, 513.866918481849
12/02/1989, 488.141574230268
13/02/1989, 466.308316505608
14/02/1989, 447.663646736857
15/02/1989, 431.633588259287
16/02/1989, 417.749024131075
17/02/1989, 405.627131078747
18/02/1989, 394.95514518854
19/02/1989, 385.475978946132
20/02/1989, 376.98068396017
21/02/1989, 369.298549831253
22/02/1989, 362.28888444738
23/02/1989, 355.839131069053
24/02/1989, 349.854523980429
25/02/1989, 344.258891282418
26/02/1989, 338.989350385585
27/02/1989, 333.994380131165
28/02/1989, 329.231352808208
01/03/1989, 324.667533756683
02/03/1989, 320.272676863473
03/03/1989, 316.024472333867
04/03/1989, 311.904356915724
05/03/1989, 374.728909726275
06/03/1989, 1284.71132389666
07/03/1989, 2975.87866882771
08/03/1989, 2203.7647415839
09/03/1989, 2312.5687036526
10/03/1989, 2812.69873380794
11/03/1989, 2093.59644584838
12/03/1989, 1835.73494261055
13/03/1989, 1607.58208021958
14/03/1989, 2222.70017784756
15/03/1989, 4265.96340429229
16/03/1989, 2567.27411346613
17/03/1989, 2626.52767280319
18/03/1989, 4901.52906333633
19/03/1989, 3283.67634611981
20/03/1989, 2743.89758069727
21/03/1989, 2681.32628474098
22/03/1989, 5416.4687343163
23/03/1989, 3688.30015896293
24/03/1989, 2371.88173711072
25/03/1989, 2063.55607549635
26/03/1989, 1810.14165538714
27/03/1989, 1601.60841008685
28/03/1989, 1429.76290401561
29/03/1989, 1287.91285985942
30/03/1989, 1170.60935379687
31/03/1989, 1073.35750117112
01/04/1989, 992.545603032367
02/04/1989, 944.096739167268
03/04/1989, 887.154552335027
04/04/1989, 836.353821738526
05/04/1989, 822.462552074537
06/04/1989, 826.383464220522
07/04/1989, 782.810232404968
08/04/1989, 746.196987053876
09/04/1989, 715.009620043101
